id,log_price,property_type,room_type,amenities,accommodates,bathrooms,bed_type,cancellation_policy,cleaning_fee,city,first_review,host_has_profile_pic,host_identity_verified,host_response_rate,host_since,instant_bookable,last_review,latitude,longitude,name,neighbourhood,number_of_reviews,review_scores_rating,zipcode,bedrooms,beds
14725877,4.248495242,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Gym,Breakfast,""Indoor fireplace"",Heating,Washer,Dryer,""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,2,Real Bed,strict,FALSE,LA,09-10-15,t,f,100%,15-11-12,f,28-10-15,34.14641226,-118.5992638,Room  /Woodland Hills home,Woodland Hills/Warner Center,2,100,91364,1,1
14726498,5.521460918,Apartment,Entire home/apt,"{""Air conditioning"",Kitchen,Elevator,""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,""Self Check-In"",Doorman}",2,1,Real Bed,flexible,FALSE,NYC,,t,f,100%,19-03-16,f,,40.75400289,-73.97168131,Linor,Midtown East,0,,10017,0,2
14730467,4.382026635,Apartment,Private room,"{""Wireless Internet"",""Air conditioning"",Kitchen,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,moderate,TRUE,NYC,,t,f,0%,11-05-17,f,,40.71732652,-73.99858477,"Hidden, Quiet, Gem in Little Italy",Little Italy,0,,10013,1,1
14731181,3.80666249,Apartment,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",Hangers,""Hair dryer"",Iron,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,strict,TRUE,NYC,11-05-16,t,t,100%,10-12-14,f,11-06-17,40.82304848,-73.93889387,Stay In The City 18 Min 2 Times Sq Private Room Rm,Harlem,15,86,10039,1,1
14731627,4.317488114,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,,Real Bed,strict,TRUE,LA,19-05-15,t,t,100%,10-04-15,f,03-04-17,34.08821468,-118.3055182,Very Spacious Hollywood Studio!!!,Hollywood,35,82,90029,0,2
14733825,5.703782475,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Host greets you""}",2,1,Real Bed,strict,TRUE,NYC,23-07-12,t,f,100%,12-06-12,f,14-04-17,40.72184031,-73.9943956,Spacious Nolita 2 Bd w/roof garden,Nolita,80,97,10012,2,2
14743634,4.59511985,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Indoor fireplace"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Smartlock}",2,2.5,Real Bed,strict,TRUE,DC,28-11-14,t,t,88%,16-03-13,f,13-11-16,38.91535393,-77.04112303,Great space in Historic Townhouse 5,U Street Corridor,9,84,20009,1,1
14744062,5.164785974,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Iron,""Host greets you""}",2,1,Real Bed,strict,TRUE,NYC,,t,f,100%,14-09-17,f,,40.72259154,-73.98752369,"1BR apt, LES.  Prime Location!",Lower East Side,0,,10002,1,2
14744400,3.912023005,House,Private room,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",""translation missing: en.hosting_amenity_49""}",2,1,Real Bed,flexible,FALSE,LA,21-07-15,t,f,100%,11-05-14,f,23-11-15,33.96000445,-117.9031097,"safe, clean, and comfortable",,4,100,91748,1,1
14746103,5.010635294,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Elevator,""Indoor fireplace"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,1,Real Bed,flexible,FALSE,NYC,07-08-17,t,f,80%,03-12-15,f,18-08-17,40.78078992,-73.95359258,Large 1bedrm apartment with elevator and AC,Upper East Side,3,80,10128,1,1
14759741,4.691347882,House,Private room,"{TV,Internet,""Wireless Internet"",Kitchen,""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer}",2,1.5,Real Bed,strict,TRUE,SF,04-09-13,t,f,100%,02-10-10,t,02-09-17,37.74740362,-122.4872831,Big Rm Furnished/WiFi/Laundry,Parkside,13,86,94116,1,1
14760548,5.272999559,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,""Hair dryer"",Iron}",2,1,Real Bed,strict,TRUE,NYC,24-05-15,t,t,100%,09-07-14,f,02-10-16,40.67210666,-73.99189065,Charming Old Brooklyn,Gowanus,5,96,11215,1,1
14768807,5.298317367,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,strict,TRUE,NYC,03-12-12,t,t,90%,08-10-12,f,18-09-17,40.7635213,-73.96393827,** YOUR HOME AWAY FROM HOME **,Upper East Side,153,98,10065,1,2
14769619,5.521460918,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Doorman,Elevator,""Indoor fireplace"",""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Hot water""}",4,1,Real Bed,strict,TRUE,Boston,15-09-13,f,f,100%,16-02-12,f,27-07-17,42.35929058,-71.06086325,Best Location in Boston (1-4),Government Center,40,94,2114,1,2
14771256,4.204692619,Apartment,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials}",2,1,Real Bed,strict,TRUE,NYC,16-10-14,t,t,87%,14-01-14,f,24-09-17,40.78409204,-73.97886232,Cozy Room in the heart of UWS,Upper West Side,16,93,10024,1,1
14773903,4.442651256,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Smoking allowed"",""Pets allowed"",""Pets live on this property"",Dog(s),Cat(s),""Other pet(s)"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",3,1,Real Bed,strict,TRUE,LA,18-12-15,t,f,100%,30-01-14,f,01-05-17,34.1219497,-118.1825123,HighlandPark 1+1 HillsideAptprivate view patio,Highland Park,50,97,90042,1,1
14775458,6.068425588,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Keypad,""Pack ’n Play/travel crib"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed""}",8,2,Real Bed,strict,TRUE,NYC,02-05-17,t,f,100%,05-04-17,f,12-09-17,40.71794012,-73.98220338,Spacious Sophisticated 2 Bedroom 2 Full Bath,Lower East Side,9,93,10002,2,4
14775872,4.043051268,House,Private room,"{""Wireless Internet"",""Air conditioning"",""Free parking on premises"",Breakfast,""Pets live on this property"",Heating,""Smoke detector"",""Fire extinguisher"",Essentials,Shampoo,""Hair dryer"",""Laptop friendly workspace""}",2,,Real Bed,moderate,TRUE,LA,,t,t,100%,14-03-14,f,,34.05006173,-117.8500318,Charming Retreat  in hill top home!,,0,,91789,1,1
14781723,4.553876892,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",Essentials}",3,1,Real Bed,moderate,TRUE,LA,27-06-15,t,f,100%,25-01-15,f,24-04-17,34.07914555,-118.2832366,Charming Silverlake Bungalow Apt,Silver Lake,155,97,90026,1,1
14784992,4.553876892,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Breakfast,""Buzzer/wireless intercom"",Heating,""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,strict,TRUE,Chicago,19-05-15,t,t,100%,11-07-12,f,21-08-15,42.01698738,-87.68209348,"Private Room ""Wolfelodge"" in Rogers Park",Rogers Park,9,91,60640,0,2
14786770,5.192956851,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",Gym,""Elevator in building"",""Hot tub"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Laptop friendly workspace""}",8,3,Real Bed,flexible,TRUE,LA,,t,f,64%,01-03-13,f,,34.16593256,-118.442793,3 Bedroom Resort,Sherman Oaks,0,,91423,3,4
14787028,5.365976015,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Heating,""Family/kid friendly"",""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Private entrance""}",4,1,Real Bed,moderate,TRUE,NYC,19-03-17,t,t,100%,28-10-12,f,01-09-17,40.73076678,-74.00002443,very sunny and bright village gem,Greenwich Village,4,100,10012,1,1
14789011,5.010635294,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets allowed"",""Buzzer/wireless intercom"",""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Safety card"",Essentials,Shampoo}",4,1,Real Bed,moderate,TRUE,LA,28-06-11,t,t,100%,19-09-10,t,25-04-17,34.01266414,-118.4954546,Panoramic Ocean Views on a Budget,Santa Monica,213,85,90401,0,2
14791629,4.48863637,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Elevator,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Hot water"",""Bed linens"",Microwave,""Coffee maker"",Refrigerator,Dishwasher,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Long term stays allowed""}",3,1,Real Bed,strict,TRUE,Boston,19-10-16,t,t,100%,14-02-14,t,30-09-17,42.34658542,-71.10671643,Vibrant 1BR in Fenway,Fenway/Kenmore,12,90,2215,1,2
14791721,6.845879875,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Kitchen,Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance"",Bathtub,""Pack ’n Play/travel crib"",Microwave,""Coffee maker"",Refrigerator,""Dishes and silverware"",""Cooking basics"",Oven,Stove,""Garden or backyard"",""Step-free access""}",10,1.5,Real Bed,strict,TRUE,NYC,08-10-16,t,t,100%,27-09-16,t,01-10-17,40.74204849,-73.98750522,Home Sweet Home - Huge 4 bedroom - The ONE,Flatiron District,13,94,10010,4,5
14799100,5.298317367,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron}",3,1,Real Bed,strict,TRUE,NYC,,t,f,100%,10-06-12,t,,40.71334586,-73.9495992,Serene 1BR+Garden (optional kid's bedroom),Williamsburg,0,,11211,2,2
14799502,5.068904202,Bungalow,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Smartlock}",4,1,Real Bed,moderate,TRUE,LA,28-12-15,t,t,100%,23-11-15,f,19-04-17,34.07682145,-118.2513229,Echo Park Spacious Bungalow 2 BR.,Echo Park,43,97,90026,2,2
14800877,4.060443011,Other,Private room,"{TV,""Wireless Internet"",""Free parking on premises"",Heating,Dryer}",2,1,Real Bed,flexible,FALSE,LA,16-08-12,t,t,100%,08-08-10,f,18-01-16,33.91876119,-118.2084158,"Motel Room ,Free wifi and parking",Lynwood,64,92,90262,1,1
14802672,4.682131227,House,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Smoking allowed"",Breakfast,""Pets live on this property"",Heating,""Family/kid friendly"",""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",""Doorman Entry""}",4,1,Real Bed,strict,TRUE,LA,16-03-11,t,t,100%,22-02-11,t,29-04-17,33.98600718,-118.3579848,BECAUSE REVIEWS DON'T LIE! Book Now,South LA,388,95,90056,0,
14803225,4.317488114,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",Essentials}",2,1,Real Bed,flexible,TRUE,NYC,27-10-14,t,t,,16-10-12,f,03-11-14,40.70369062,-73.93283947,"Private 2BR / East Williamsburg, Bk",Williamsburg,2,90,11206,1,1
14803710,4.094344562,House,Private room,"{""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,flexible,FALSE,LA,,t,t,,15-12-10,f,,34.02821545,-118.3455515,"Central, quiet, walk to Expo train",South LA,0,,90016,1,1
14805561,4.605170186,Apartment,Private room,"{""Wireless Internet"",Kitchen,Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Essentials,Shampoo,""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Real Bed,moderate,FALSE,SF,04-08-16,t,t,,13-06-12,f,26-07-17,37.7551041,-122.4390713,Private Room / Private Bath in Noe Valley,The Castro,15,100,94114,1,1
14806604,4.248495242,House,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Gym,""Pets live on this property"",Dog(s),""Indoor fireplace"",Heating,Washer,Dryer,""Smoke detector"",""First aid kit"",""Fire extinguisher"",Essentials,""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",1,1,Real Bed,moderate,TRUE,LA,26-10-14,t,f,100%,15-08-13,f,25-11-16,34.09855573,-118.3615486,Large Room in Great Hollywood House,Hollywood,15,97,90046,1,1
14808279,4.787491743,House,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Free parking on premises"",""Pets live on this property"",Cat(s),""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",4,1,Real Bed,moderate,TRUE,LA,26-11-14,t,t,100%,24-09-14,f,21-04-17,34.03424837,-118.5187487,Beach Chic Living,Pacific Palisades,124,98,90402,1,2
14813006,4.828313737,House,Entire home/apt,"{""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials}",4,1,Real Bed,flexible,FALSE,LA,03-01-16,t,t,,23-09-15,f,01-01-17,34.1991752,-118.1459144,Easy Acces to Pasadena,Altadena,4,95,91001,2,3
14816078,4.248495242,Townhouse,Private room,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,Washer,Dryer,Hangers,""Hair dryer"",""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",4,1,Real Bed,flexible,TRUE,LA,15-04-17,t,t,68%,08-03-17,f,15-04-17,34.05544755,-118.4435882,Large private room in a cozy townhouse,Westwood,1,100,90024,1,2
14819274,4.219507705,House,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets live on this property"",Dog(s),Cat(s),""Buzzer/wireless intercom"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Self Check-In"",Smartlock,""Private entrance""}",2,1,Real Bed,strict,TRUE,LA,02-08-16,t,f,100%,11-06-16,t,17-04-17,34.09210429,-118.3486148,HOLLYWOOD   GUEST HOUSE  W/  A  SEPARATE  ENTRANCE,West Hollywood,7,97,90046,1,1
14820482,4.605170186,Apartment,Entire home/apt,"{TV,""Cable TV"",""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",""Pets live on this property"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Hangers,Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,Bathtub,""Room-darkening shades"",""Hot water"",Microwave,Refrigerator,""Dishes and silverware"",""Cooking basics"",Stove,""Single level home""}",4,1,Real Bed,moderate,TRUE,Boston,02-09-17,t,t,100%,18-01-14,t,17-09-17,42.30571853,-71.0656441,Large 2 bedroom 5 room home in Historic Dorchester,Dorchester,6,90,2122,2,2
14824492,4.672828834,Apartment,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",Essentials,Shampoo,Hangers,""Hair dryer"",""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Outlet covers"",Bathtub,""High chair"",""Children’s books and toys"",Crib,""Pack ’n Play/travel crib"",""Children’s dinnerware""}",6,1,Real Bed,moderate,TRUE,DC,05-04-17,t,t,100%,01-03-16,t,08-05-17,38.88452393,-76.9839918,Sunny 2-level 1BR on Capitol Hill - close to Metro,Barney Circle,10,100,20003,1,3
14833330,4.59511985,House,Private room,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""Lock on bedroom door"",Hangers}",4,1.5,Real Bed,strict,TRUE,LA,,t,t,100%,02-05-16,f,,34.0173685,-118.4215757,"Bike to Santa Monica! Large, sunny, modern home!",Mar Vista,0,,90034,1,2
14839927,4.65396035,Apartment,Private room,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50""}",2,1,Futon,moderate,FALSE,Chicago,25-06-14,t,t,100%,05-12-10,f,13-04-17,41.90333958,-87.6759355,Stay in the middle of Wicker Park! NO Cleaning Fee,Wicker Park,64,96,60622,1,1
14840967,4.787491743,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",Heating,Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Fire extinguisher"",Essentials,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""translation missing: en.hosting_amenity_49"",""translation missing: en.hosting_amenity_50"",""Private entrance""}",3,1,Real Bed,strict,TRUE,LA,17-05-15,t,f,100%,25-02-15,f,23-04-17,34.08149679,-118.2718788,Spacious 1BR/1BA in Silver Lake,Silver Lake,19,97,90026,1,1
14841364,4.49980967,Hostel,Private room,"{TV,""Wireless Internet"",Heating,Washer,Dryer,Essentials,Shampoo,Hangers}",2,1,Real Bed,flexible,FALSE,SF,29-07-17,t,t,100%,29-11-15,f,23-09-17,37.78575401,-122.4155938,Traditional Double Room with Shared Bath22,Tenderloin,10,96,94109,0,1
14842021,4.248495242,Apartment,Private room,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Pool,Kitchen,""Free parking on premises"",""Pets live on this property"",Dog(s),Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Fire extinguisher"",Shampoo,""Hair dryer"",Iron}",1,1,Real Bed,flexible,TRUE,LA,16-06-16,t,t,,27-11-14,f,30-08-16,34.02420681,-118.4031949,ROOM CLOSE TO SANTA MONICA BEACH,Palms,5,84,90034,1,1
14844176,6.212606096,House,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",""Wheelchair accessible"",Pool,Kitchen,""Free parking on premises"",""Hot tub"",""Indoor fireplace"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",16,3,Real Bed,strict,TRUE,LA,22-03-17,t,t,95%,26-02-17,t,02-05-17,34.08282919,-118.3626187,LOCATION!Beverly Hills/WEHO Mansion,,13,100,90048,3,4
14844758,5.164785974,House,Entire home/apt,"{TV,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Indoor fireplace"",Heating,""Family/kid friendly"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,""24-hour check-in""}",8,2,Real Bed,strict,TRUE,LA,07-08-15,t,t,100%,14-01-14,f,06-03-16,34.10915868,-118.0870421,Beautiful Sunny House w/ backyard 中心区整幢美丽花园别墅,East San Gabriel,2,90,91775,3,5
14848294,5.768320996,Townhouse,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Free parking on premises"",""Pets allowed"",""Hot tub"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",""Safety card"",""Fire extinguisher"",Essentials,Shampoo,""Lock on bedroom door"",""24-hour check-in"",Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",""Self Check-In"",Lockbox,""Private entrance""}",12,3.5,Real Bed,strict,TRUE,DC,13-03-16,t,t,100%,14-08-15,t,23-04-17,38.90894193,-76.98641393,"Spacious,Sunny and Family Friendly",Trinidad,25,94,20002,4,4
14854617,5.501258211,Apartment,Entire home/apt,"{TV,Internet,""Wireless Internet"",""Air conditioning"",Kitchen,Heating,""Family/kid friendly"",Washer,""Smoke detector"",""Carbon monoxide detector"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace""}",2,,Real Bed,strict,TRUE,NYC,02-07-16,t,f,90%,10-06-13,f,22-09-17,40.7773322,-73.949968,"Huge garden, two levels, beautiful!",Upper East Side,28,96,10028,1,1
14855909,4.828313737,Apartment,Entire home/apt,"{Internet,""Wireless Internet"",""Air conditioning"",Kitchen,""Pets allowed"",Elevator,""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Suitable for events"",Washer,Dryer,""Smoke detector"",""Carbon monoxide detector"",""First aid kit"",Essentials,Shampoo,Hangers,""Hair dryer"",Iron,""Laptop friendly workspace"",Bathtub,""Room-darkening shades"",""Children’s dinnerware"",""Hot water"",""Bed linens"",""Extra pillows and blankets"",""Ethernet connection"",""Patio or balcony"",""Luggage dropoff allowed"",""Long term stays allowed"",""Step-free access"",""Wide doorway"",""Well-lit path to entrance"",""Step-free access"",""Wide clearance to bed"",""Step-free access"",""Step-free access""}",4,1,Real Bed,flexible,FALSE,NYC,25-06-15,t,t,100%,05-11-11,f,24-09-17,40.8853183,-73.90573123,Cute Bohemian Riverdale Apartment,Kingsbridge,11,100,10463,1,2
14858544,5.616771098,Apartment,Entire home/apt,"{TV,""Cable TV"",Internet,""Wireless Internet"",Kitchen,""Pets live on this property"",Dog(s),""Buzzer/wireless intercom"",Heating,""Family/kid friendly"",""Smoke detector"",""Carbon monoxide detector"",""Fire extinguisher"",Shampoo,Hangers,Iron,""Laptop friendly workspace""}",6,1.5,Real Bed,strict,TRUE,SF,10-08-15,t,t,,08-11-12,t,23-10-16,37.77959731,-122.4700363,Lovely 2 Bedroom,Richmond District,16,95,94118,2,2
